id,calories,proteins,fat,carbohydrate,name,kategori,image,kategori_kalori
283,250.0,2.6,2.5,35.4,Kabuto,Karbo,https://bibitbunga.com/wp-content/uploads/2017/03/manfaat-kacang-koro-untuk-kesehatan.jpg,Sedang
284,356.0,20.5,4.1,61.6,Kacang Andong,Karbo,https://img.okezone.com/content/2021/02/04/298/2356167/mengenal-chickpea-kacang-arab-penuh-nutrisi-yang-baik-untuk-tubuh-ahltPCXlfV.jpg,Tinggi
285,330.0,23.8,1.4,60.2,Kacang Arab,Karbo,https://img-global.cpcdn.com/recipes/74c03b7bf26daaf4/680x482cq70/sukro-kacang-atom-foto-resep-utama.jpg,Tinggi
286,533.0,27.8,38.1,28.8,Kacang atom,Lemak,https://www.static-src.com/wcsstore/Indraprastha/images/catalog/full//110/MTA-29695870/no_brand_bubuk_biji_koro_benguk_hitam_-_kacang_babi_-_kacang_kowas_kering_1_kg_full10_rcfasmvl.jpg,Tinggi
287,341.0,30.4,3.2,51.3,Kacang babi kering,Karbo,https://i0.wp.com/resepkoki.id/wp-content/uploads/2018/03/kecipir2.jpg?fit=500%2C500&ssl=1,Tinggi
288,400.0,34.4,16.9,34.1,Kacang belimbing kering,Protein,https://cdn1-production-images-kly.akamaized.net/TNGJxQzLI6y-VeIWmj2-GBuyLBQ=/1200x900/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/2729965/original/086034000_1550232841-foto_kecipir.JPG,Tinggi
289,204.0,16.9,8.8,17.5,Kacang Belimbing rebus,Karbo,https://akcdn.detik.net.id/community/media/visual/2020/06/15/jenis-biji-untuk-bahan-baku-tempe-2_43.jpeg?w=250&q=,Sedang
290,212.0,17.5,10.0,12.9,Kacang Belimbing tempe,Protein,https://cdn.timesmedia.co.id/images/2021/01/26/Kacang-Merah-2.jpg,Sedang
291,118.0,4.4,1.5,21.6,Kacang beracun segar,Karbo,https://img-global.cpcdn.com/recipes/375c798c374e2ef5/680x482cq70/kacang-bogor-goreng-foto-resep-utama.jpg,Sedang
292,479.0,12.7,23.2,58.9,Kacang Bogor goreng,Karbo,https://id-live-01.slatic.net/p/255d3fb8b6f1958112878b186718fe18.jpg,Tinggi
293,370.0,16.0,6.0,65.0,Kacang bogor kering,Karbo,https://pbs.twimg.com/media/ErcuMzmVcAQFOI9.jpg,Tinggi
294,161.0,7.7,2.8,27.1,Kacang Bogor rebus,Karbo,https://images.tokopedia.net/img/cache/700/VqbcmM/2021/9/4/81363626-bddb-4204-9c60-a98a15ea01e3.jpg,Sedang
295,165.0,7.7,3.1,27.4,Kacang bogor segar,Karbo,https://asset.kompas.com/crops/OD4HIuyUqbZ89QTHXDG9oEb8fz4=/12x8:1280x853/750x500/data/photo/2022/09/04/6314132a253b9.jpg,Sedang
296,331.0,25.0,1.0,58.0,Kacang Endel biji,Karbo,https://assets.ayobandung.com/crop/0x0:0x0/750x500/webp/photo/2022/05/24/2609424364.jpg,Tinggi
297,129.0,12.4,0.7,18.3,Kacang ercis segar,Karbo,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQO_j0Sg_ZZ80_RJolJolWTEGad7VA92qgQPlzgyHiFkA4AbHc0XsxKxaiASj54WcIld-Q&usqp=CAU,Sedang
298,336.0,23.1,1.7,59.5,kacang galing segar,Karbo,https://cdn2.tstatic.net/tribunnewswiki/foto/bank/images/Ilustrasi-kacang-goyang-khas-Sulawesi2.jpg,Tinggi
299,516.0,14.7,31.1,44.4,Kacang goyang,Karbo,https://d39wptbp5at4nd.cloudfront.net/media/22860_original_IMG-20180318-WA0017.jpg,Tinggi
300,336.0,20.7,1.4,62.0,Kacang Gude biji,Karbo,https://ahligizi.id/blog/wp-content/uploads/2022/03/gude.jpg,Tinggi
301,316.0,20.7,1.0,58.0,Kacang gude biji kering,Karbo,https://filebroker-cdn.lazada.co.id/kf/S7e8dd05201e2416882c2894863f7f8b6p.jpg,Tinggi
302,114.0,7.0,0.6,20.8,Kacang Gude biji muda,Karbo,https://encrypted-tbn3.gstatic.com/licensed-image?q=tbn:ANd9GcQ-WwJwMnCRCqMGqKYWLzBXYcge9l9VJFl2QEaMNuuTtVlE90nV6aXt0RWOG86w90qXNZpQvzXPNwnBX_Q,Sedang
303,123.0,8.4,0.6,1.8,Kacang Gude muda,Protein,https://img-global.cpcdn.com/recipes/dba1205c0417dd10/680x482cq70/gule-kacang-gude-dan-pepaya-foto-resep-utama.jpg,Sedang
304,147.0,9.0,0.5,27.5,Kacang gude rebus,Karbo,https://cf.shopee.co.id/file/b416e2ddeda943e915e6b496b1e6bb0f,Sedang
305,323.0,22.9,1.5,56.8,Kacang hijau kering,Karbo,https://cdns.klimg.com/merdeka.com/i/w/news/2019/11/19/1126920/540x270/tips-dan-cara-membuat-sari-kacang-hijau-yang-benar-untuk-kesuburan.jpg,Tinggi
306,109.0,8.7,0.5,18.3,kacang hijau rebus,Karbo,https://cdn.hellosehat.com/wp-content/uploads/2017/10/e3bdc474-shutterstock_1458579881.jpg?w=1200&q=75,Sedang
307,346.0,16.6,1.7,66.1,Kacang hitam kering,Karbo,https://cdn0-production-images-kly.akamaized.net/EfXY7zn0w4mfhomUUiKK4dlg2Cs=/1200x675/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/704437/original/Kacang_Hijau_0714.jpg,Tinggi
308,345.0,22.2,1.2,62.9,Kacang Ijo,Karbo,https://sc04.alicdn.com/kf/HTB1TBuVqKuSBuNjSsziq6zq8pXae.jpg,Tinggi
309,445.0,11.0,11.0,65.5,Kacang Kapri Goreng ,Karbo,https://idnmedis.com/wp-content/uploads/2020/03/VEPEA34285_3.jpg,Tinggi
310,98.0,6.7,0.4,17.7,Kacang Kapri muda,Karbo,https://tempebumbung.files.wordpress.com/2016/01/biji-kedelai.jpg,Rendah
311,286.0,30.2,15.6,30.1,Kacang Kedelai basah,Protein,https://img-global.cpcdn.com/recipes/e4e2747431572f24/680x482cq70/kacang-kedelai-goreng-foto-resep-utama.jpg,Sedang
312,521.0,32.2,37.7,22.9,Kacang kedelai goreng,Lemak,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2020/10/26/a9bc5ef4-e063-4d3f-933e-50af2da28c3e.jpg,Tinggi
313,381.0,40.4,16.7,24.9,Kacang kedelai kering,Protein,https://img2.beritasatu.com/cache/beritasatu/910x580-2/20082012110024.jpg,Tinggi
314,75.0,4.1,2.1,10.7,Kacang Kedelai kukus,Karbo,https://assets.pikiran-rakyat.com/crop/0x0:0x0/x/photo/2020/07/27/1000907679.jpg,Rendah
315,189.0,20.2,8.2,12.7,Kacang kedelai rebus,Protein,https://media.istockphoto.com/id/998946502/id/foto/closeup-kacang-kedelai-segar.jpg?s=1024x1024&w=is&k=20&c=YDjNN-yd20A-KQODXpi8thMiAjzFk3UXPMd82G1mMbA=,Sedang
316,286.0,30.2,15.6,30.1,Kacang kedelai ,Protein,https://sendme.co.id/img/1649134785.jpg,Sedang
317,327.0,16.4,4.3,55.8,Kacang komak ,Karbo,https://img.lovepik.com/photo/20211125/medium/lovepik-soybean-picture_501067376.jpg,Tinggi
318,355.0,17.0,2.5,66.0,Kacang kuning kering,Karbo,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Cajanus_caja_080716-1078_ayot.jpg/640px-Cajanus_caja_080716-1078_ayot.jpg,Tinggi
319,346.0,16.5,1.5,66.6,Kacang lebui ,Karbo,https://media.istockphoto.com/id/146924220/id/foto/kacang-polong-segar-dalam-polong-kacang-polong.jpg?s=1024x1024&w=is&k=20&c=2OA86bH3o03hV8E94FD9yW2ClYjN6E3Q1UeajU8bXVE=,Tinggi
320,22.0,1.1,1.0,3.4,Kacang mekah polong ,Karbo,https://asset.kompas.com/crops/9lQ0OMqPUCFReecNr0lCP8bJB-M=/128x85:1152x768/750x500/data/photo/2021/04/23/60826e8d1d256.jpg,Rendah
321,344.0,16.7,2.1,64.6,Kacang mentega kering,Karbo,https://static.honestdocs.id/system/blog_articles/main_hero_images/000/002/101/original/Manfaat_Kacang_Merah_Bagi_Kesehatan_dan_Kecantikan.jpg,Tinggi
322,336.0,23.1,1.7,59.5,Kacang Merah,Karbo,https://id-test-11.slatic.net/p/b97d57abeab6df73f51d9895a292c74d.jpg,Tinggi
323,350.0,13.9,3.0,66.9,Kacang merah /banda kering,Karbo,https://asset.kompas.com/crops/nBiP6zOU-h9McvCAclGFwsJwevo=/6x64:806x597/750x500/data/photo/2022/02/16/620c996b3cb39.jpg,Tinggi
324,314.0,22.1,1.1,56.2,Kacang merah kering,Karbo,https://asset.kompas.com/crops/Nas6r0JWAfSTCuULYQOzawPHY1I=/59x3:885x554/780x390/data/photo/2022/02/16/620ca71bcdae7.jpg,Tinggi
325,158.0,10.3,0.9,28.2,Kacang Merah kering rebus,Karbo,https://o-cdn-cas.sirclocdn.com/parenting/images/manfaat-kacang-merah.width-800.format-webp.webp,Sedang
326,171.0,11.0,2.2,28.0,Kacang merah ,Karbo,https://cdn1-production-images-kly.akamaized.net/sw7MW5kTq2GgNjLOMmVju4J51qI=/546x0:1994x1448/1200x900/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/2578999/original/060869200_1546581834-shutterstock_197295407.jpg,Sedang
327,144.0,10.0,1.0,24.7,Kacang Merah rebus,Karbo,https://sc04.alicdn.com/kf/A4b18aaaf0bb940ba95877544b057be6cK.jpg,Sedang
328,280.0,16.7,1.6,63.2,Kacang merah tua kering,Karbo,https://img-global.cpcdn.com/recipes/4f25cc206ec3ac25/680x482cq70/kacang-metemede-goreng-dengan-tips-foto-resep-utama.jpg,Sedang
329,629.0,20.4,56.3,19.8,Kacang mete goreng,Lemak,https://sambikelen.lombokutarakab.go.id/assets/files/artikel/sedang_14889020189829709594_313eba7317.jpg,Tinggi
330,616.0,16.3,48.4,28.7,Kacang mete segar,Lemak,https://cdns.klimg.com/merdeka.com/i/w/news/2020/04/30/1172565/content_images/670x335/20200430152447-1-ilustrasi-kacang-tunggak-001-rizqi-adnamazida.jpg,Tinggi
331,480.0,18.4,19.1,58.5,Kacang negara,Karbo,https://s3-publishing-cmn-svc-prd.s3.ap-southeast-1.amazonaws.com/article/gZoi3RpBmq4C4Hoi6kh2h/original/007943700_1622441473-Kacang-Panjang.jpg,Tinggi
332,44.0,2.7,0.3,7.8,Kacang Panjang,Karbo,https://cf.shopee.co.id/file/85c586f13afe37142fd479dec06fa623,Rendah
333,357.0,17.3,1.5,70.0,Kacang Panjang biji,Karbo,https://asset-a.grid.id/crop/0x0:0x0/700x465/photo/2021/08/20/kacang-panjangjpg-20210820065144.jpg,Tinggi
334,39.0,3.0,0.6,7.6,Kacang Panjang kukus,Karbo,https://asset.kompas.com/crops/If5HOEMwzIA4cyaXwjSvrF79U2E=/1x25:963x667/750x500/data/photo/2021/02/27/6039ddfacfede.jpg,Rendah
335,150.0,2.5,12.5,7.0,Kacang Panjang tumis,Lemak,https://www.andrafarm.co.id/_andra_farm/gambar_kelompok/a140.jpg,Sedang
336,37.0,3.1,0.2,7.9,Kacang ranti polong,Karbo,https://icalan.id/userfile/filemanager/834//lz-olshop_1630921772-uTyPi.jpeg,Rendah
337,484.0,8.8,26.1,57.7,Kacang sukro,Karbo,https://cdn1.productnation.co/stg/sites/5/5cbfb08983c9b.jpeg,Tinggi
338,488.0,25.6,25.6,59.6,Kacang Sukro Putih ,Karbo,https://assets.ayobandung.com/crop/0x0:0x0/750x500/webp/photo/2022/11/21/4260757127.jpg,Tinggi
339,535.0,27.8,38.1,28.8,Kacang Tanah atom,Lemak,https://cdn.rasa.my/2018/10/Untitled-design33.png,Tinggi
340,564.0,25.5,44.4,25.5,Kacang tanah goreng,Lemak,https://mmc.tirto.id/image/otf/1024x535/2017/07/12/susu-kacang-tanah--ISTOCK.jpg,Tinggi
341,561.0,25.5,43.8,26.0,Kacang Tanah kacang sari,Lemak,https://imgx.parapuan.co/crop/0x0:0x0/x/photo/2022/03/02/khasiat-kacang-tanah-sebagai-oba-20220302010109.jpg,Tinggi
342,525.0,27.9,42.7,17.4,Kacang tanah kering,Lemak,https://img-global.cpcdn.com/recipes/ff019c14f757cfbf/1200x630cq70/photo.jpg,Tinggi
343,385.0,14.0,31.0,13.0,Kacang Tanah Rebus ,Lemak,https://www.wikihow.com/images/8/85/Boil-Peanuts-Step-14-Version-2.jpg,Tinggi
344,360.0,13.5,31.2,12.8,Kacang Tanah rebus berkulit,Lemak,https://img.okezone.com/content/2020/06/15/298/2230610/resep-peyek-kacang-tanah-dan-udang-rebon-renyah-bikin-terus-ngunyah-3j0ZqjZUGs.jpg,Tinggi
345,513.0,17.5,32.5,44.3,Kacang Tanah rempeyek,Karbo,https://myxo.com.my/wp-content/uploads/2016/01/Bold-Grade-Kernels-700x700.jpg,Tinggi
346,569.0,28.8,48.4,15.8,Kacang Tanah sangan berselaput,Lemak,https://t-2.tstatic.net/palembang/foto/bank/images/kacang-tanah1-kacang-tanah-tanpa-kulit.jpg,Tinggi
347,559.0,26.9,44.2,23.6,Kacang tanah sangan tanpa selaput,Lemak,https://halalstore.jp/wp-content/uploads/2019/07/k-367-kacang-tanah-sariraya-500g-480yen.jpg,Tinggi
348,561.0,25.5,43.8,26.0,Kacang tanah sari,Lemak,https://img-global.cpcdn.com/recipes/18de1fa4c4094900/400x400cq70/photo.jpg,Tinggi
349,748.0,20.8,20.8,124.8,Kacang Telur ,Karbo,https://id-live-01.slatic.net/p/ff99e4641bb6620735a89a1caf898a14.jpg,Tinggi
350,331.0,24.4,1.9,56.6,Kacang tolo kering,Karbo,https://img-global.cpcdn.com/recipes/e486ea31cffe0892/680x482cq70/kacang-tolo-kacang-tunggak-rebus-5307-foto-resep-utama.jpg,Tinggi
351,138.0,10.7,1.1,22.6,Kacang tolo rebus,Karbo,https://res.cloudinary.com/dk0z4ums3/image/upload/v1610970899/attached_image/jangan-lewatkan-5-manfaat-kacang-tolo-ini.jpg,Sedang
352,342.0,22.9,1.4,61.6,Kacang Tunggak,Karbo,https://cf.shopee.co.id/file/68892d4ed119d6c119cabdbe11503188,Tinggi
353,138.0,10.7,1.1,22.6,Kacang Tunggak rebus,Karbo,https://img-global.cpcdn.com/recipes/dc9828ce49f235aa/680x482cq70/peyek-kacang-tunggaktemas-foto-resep-utama.jpg,Sedang
354,451.0,11.2,20.2,59.7,Kacang Tunggak rempeyek,Karbo,https://sc01.alicdn.com/kf/Aa651abed773a47af8e91ae2da51df3de0.jpg,Tinggi
355,351.0,12.2,1.2,72.9,Kacang tunis kering,Karbo,https://asset.kompas.com/crops/XHI8qd19XKfLu13brPQP23b8fo0=/65x67:891x618/750x500/data/photo/2022/02/17/620dc04a8ab8f.jpg,Tinggi
356,358.0,23.4,2.4,60.6,Kacang uci kering,Karbo,1200px-Painted_Pony_Bean.JPG (1200×900) (wikimedia.org),Tinggi
357,354.0,12.8,1.8,69.3,Kacang urei kering,Karbo,https://2.bp.blogspot.com/-Kl9M50i67tY/Wn-7saMXs0I/AAAAAAAAHh4/hHbFU4Fy0s4M8zegnfa_q3kpze8Z5xjXgCLcBGAs/w1200-h630-p-k-no-nu/LogoLicious_20180205_134921.png,Tinggi
358,110.0,4.5,6.9,7.1,Kadada katembe,Karbo,https://img-global.cpcdn.com/recipes/e82d99f1eb64c14b/680x482cq70/ikan-teri-kaholeo-masak-asam-khas-buton-sulawesi-foto-resep-utama.jpg,Sedang
359,413.0,28.7,19.8,29.8,Kaholeo ,Karbo,https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2022/11/30105045/Tinggi-Protein-Ini-X-Manfaat-Ikan-Kakap-untuk-Kesehatan.jpg,Tinggi
360,92.0,20.0,0.7,0.0,Kakap,Protein,https://upload.wikimedia.org/wikipedia/commons/2/28/Stenoc_palus_100625-5191_mms.JPG,Rendah
361,66.0,2.8,6.8,3.4,Kalakai,Lemak,https://img-global.cpcdn.com/recipes/2031e463b74f84a0/1200x630cq70/photo.jpg,Rendah
362,163.0,16.5,9.0,4.1,Kalio jeroan ,Protein,https://asset.kompas.com/crops/mqYtGN3S_jZncBl0Ug8aj0WNS0E=/0x0:1000x667/750x500/data/photo/2021/03/01/603c964830992.jpg,Sedang
363,122.0,13.8,5.7,3.9,Kalio kikil (tunjang) ,Protein,https://asset-a.grid.id/crop/0x0:0x0/700x465/photo/sasefoto/original/32036_kalio-otak.JPG,Sedang
364,157.0,8.1,8.8,11.4,Kalio otak masakan,Karbo,https://img-global.cpcdn.com/recipes/642209af1316da73/680x482cq70/kalio-telur-foto-resep-utama.jpg,Sedang
365,193.0,10.6,12.4,9.7,Kalio telur masakan,Lemak,https://akcdn.detik.net.id/visual/2020/10/27/ilustrasi-daging-kambing_169.jpeg?w=650,Sedang
366,30.0,3.2,0.7,4.7,Kangkung kukus,Karbo,https://cdn0-production-images-kly.akamaized.net/-w7C3Sli-qWhlPa4hmzbg324XkA=/190x0:855x665/1200x1200/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/4353847/original/077195900_1678438446-shutterstock_1262667451.jpg,Rendah
367,22.0,2.5,0.6,3.1,Kangkung rebus,Karbo,https://www.andrafarm.com/_andra_farm/gambar_kelompok/a046-2.jpg,Rendah
368,43.0,1.8,0.2,8.4,Kangkung tondano,Karbo,https://scm-assets.constant.co/scm/unilever/e9dc924f238fa6cc29465942875fe8f0/17ea3056-4e78-4d25-bd54-cf3a9296188b.jpg,Rendah
369,52.0,1.8,3.6,3.0,Kangkung tumis,Lemak,https://www.gotravelly.com/blog/wp-content/uploads/2021/05/kaparende.jpg,Rendah
370,38.0,2.4,2.0,2.6,Kaparende sayur,Karbo,https://image-cdn.medkomtek.com/OCSqvD25KLrQq1bSKxrCwGP_oeI=/640x640/smart/klikdokter-media-buckets/medias/2309803/original/019268400_1575683224-Manfaat-Kacang-Kapri-bagi-Kesehatan-by-Brent-Hofacker-123rf-101578039_s.jpg,Rendah
371,42.0,3.3,0.2,9.6,Kapri Muda,Karbo,https://rasabunda.com/wp-content/uploads/2021/08/Kapurung.jpg,Rendah
372,41.0,2.0,0.3,7.8,Kapurung,Karbo,https://nilaigizi.com/assets/images/produk/produk_1538364792.jpg,Rendah
373,158.0,4.4,3.2,27.8,Kapusa,Karbo,https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2022/11/14043340/5-manfaat-sayur-oyong-bagi-kesehatan-tubuh-halodoc.jpg,Sedang
374,25.0,2.3,0.2,3.5,Karawila,Karbo,https://asset.kompas.com/crops/szsUOraQ00vakiV0314KT6-71v8=/0x0:1000x667/750x500/data/photo/2021/07/07/60e56c9f60649.jpg,Rendah
375,146.7,5.9,5.9,19.7,Karedok ,Karbo,https://asset.kompas.com/crops/jbNcoL1_PmijICoxtO4126XbZgM=/0x0:1000x667/780x390/data/photo/2021/07/07/60e56c9f60649.jpg,Sedang
376,92.0,2.2,3.3,14.1,Karedok sayur,Karbo,https://img-global.cpcdn.com/recipes/3ac8414039a793c2/680x482cq70/karoket-indomie-foto-resep-utama.jpg,Rendah
377,292.0,11.2,11.2,2.8,Karoket ,Protein,https://cdn1-production-images-kly.akamaized.net/e8re_jFwgunefEHuSaulapyNoh4=/1200x900/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/1272374/original/013170600_1466667636-dagk.jpg,Sedang
378,275.0,12.6,14.8,54.6,Katul Beras,Karbo,https://s2.bukalapak.com/img/2370243413/large/20180830_215736_scaled.jpg,Sedang
379,356.0,9.0,8.5,64.5,Katul Jagung,Karbo,https://cf.shopee.co.id/file/293d8f06ecc4a6b0022b24dbc2230d06_tn,Tinggi
380,120.0,3.5,2.5,20.8,Kawista ,Karbo,https://awsimages.detik.net.id/community/media/visual/2022/07/18/titik-kritis-kehalalan-kecap-1.jpeg?w=700&q=90,Sedang
381,46.0,5.7,1.3,9.0,Kecap,Karbo,https://www.eresep.com/media/images/resep/2020/11/18/u9be0rva491sknkbkqfhhuifa1kecip.jpg.1000x650_q85.jpg,Rendah
382,464.0,1.2,18.6,73.0,Kecimpring singkong goreng,Karbo,https://images.tokopedia.net/img/cache/500-square/product-1/2020/3/27/97682031/97682031_f091ebf8-1cac-4b60-8337-825c870286c9_624_624.jpg,Tinggi
383,405.0,32.8,17.0,36.5,Kecipir biji,Karbo,https://asset-a.grid.id/crop/0x0:0x0/x/photo/2018/05/07/3810331211.jpg,Tinggi
384,35.0,2.9,0.2,0.8,Kecipir buah muda,Protein,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/5/4/e8f64f70-84a2-45bc-b615-b63eb60fe9cb.jpg,Rendah
385,32.0,2.9,0.2,5.8,Kecipir muda ,Karbo,https://images.tokopedia.net/img/cache/700/VqbcmM/2021/3/15/aa94797a-c3d6-4f9f-a9e2-942dec4ebeea.jpg,Rendah
386,34.0,0.9,1.0,6.7,Kecombrang ,Karbo,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/12/4/5329d842-9637-48e3-9d33-eb653a5d9f88.jpg,Rendah
387,47.0,0.5,0.2,10.4,Kedondong  ,Karbo,https://cdns.klimg.com/merdeka.com/i/w/news/2020/05/08/1175035/content_images/670x335/20200508114326-1-ilustrasi-keju-008-destriyana.jpg,Rendah
388,326.0,22.8,20.3,13.1,Keju,Protein,https://img.freepik.com/free-photo/cheddar-cheese-dark-wooden-surface_1150-41937.jpg?w=1060&t=st=1684238932~exp=1684239532~hmac=578424a4cc6bde6d195628ec281e5daa943e767e0e6d813354904914dc34af51,Tinggi
389,590.0,27.0,49.0,20.9,Keju Kacang Tanah,Lemak,https://cf.shopee.co.id/file/b744bbf5c824fbcba58e1aeff62b2e8f,Tinggi
390,623.0,2.0,52.1,36.5,Kelapa hutan kering,Lemak,https://img.okezone.com/content/2023/02/10/298/2762492/6-manfaat-minum-air-kelapa-muda-selain-melepas-dahaga-TMckAbHjlI.jpeg,Tinggi
391,17.0,0.2,0.1,3.8,Kelapa Muda air,Karbo,https://assets.tokko.io/7785295b-a6a6-4936-ab19-a31759ef44d7/products/images/8f8a1078-27c5-43e8-8a32-93738de68b9d,Rendah
392,68.0,1.0,0.9,14.0,Kelapa Muda daging,Karbo,https://doktersehat.com/wp-content/uploads/2020/05/manfaat-daging-kelapa.jpg,Rendah
393,180.0,4.0,15.0,10.0,Kelapa Setengah Tua daging,Lemak,https://asset-a.grid.id/crop/0x0:0x0/x/photo/2022/09/06/daging-kelapajpg-20220906030742.jpg,Sedang
394,359.0,3.4,34.7,14.0,Kelapa Tua daging,Lemak,https://caramembuat.id/wp-content/uploads/2022/06/Cara-Membuat-Klepon-Ketan-Khas-Bali.webp,Tinggi
395,214.0,5.4,5.4,40.2,Kelepon ,Karbo,https://kecipir.com/blog/wp-content/uploads/2018/02/arto_commun_070509_0128_ltn.jpg,Sedang
396,111.0,1.5,0.3,27.2,Kelewih,Karbo,https://cdn0-production-images-kly.akamaized.net/Gw1RJQgcjxFIOkJZPYqIZasno4E=/1200x1200/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/759485/original/044795000_1414853739-rabbit-carcass-1-rev.jpg,Sedang
397,380.0,48.9,13.8,23.3,Kembang tahu,Protein,"https://blue.kumparan.com/image/upload/fl_progressive,fl_lossy,c_fill,q_auto:best,w_640/v1568729650/gegx4jyvwt2yemk2wou0.jpg",Tinggi
398,44.0,1.8,0.6,9.6,Kembang Turi,Karbo,https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2021/10/11044054/Mengenal-Manfaat-Kemiri-untuk-Kesehatan-Tubuh.jpg,Rendah
399,636.0,19.0,63.0,8.0,Kemiri,Lemak,https://cdn.antaranews.com/cache/800x533/2021/09/03/Screenshot_2021-09-03-09-41-57-05_copy_1055x704.jpg,Tinggi
400,657.0,15.0,66.0,13.0,Kenari,Lemak,13_20211016_144252_0012.jpg (1024×576) (wp.com),Tinggi
401,616.0,13.9,56.2,13.7,Kenari banda kering,Lemak,https://img.freepik.com/free-photo/side-view-basket-bowl-full-potato-sackcloth-wooden-surface-background-with-copy-space_141793-5650.jpg?w=1060&t=st=1684232790~exp=1684233390~hmac=d4c5a62367069d98e3ddf3935be7b63e3f650cd00d6f80da197e948280b1e1b3,Tinggi
402,83.0,2.0,0.1,19.1,Kentang,Karbo,https://www.satuharapan.com/uploads/cache/news_69316_1481712492.jpg,Rendah
403,142.0,0.9,0.4,33.7,Kentang Hitam,Karbo,https://asset-a.grid.id/crop/0x0:0x0/700x465/photo/2020/09/03/639552413.jpg,Sedang
404,64.0,12.0,1.0,2.0,Keong,Protein,https://www.donnemagazine.it/wp-content/uploads/2015/05/panna-montata-1.jpg,Rendah
405,204.0,2.6,20.0,4.0,Kepala Susu (Krim),Lemak,https://thumb.tvonenews.com/thumbnail/2022/09/09/631ae5a4f1c8b-ilustrasi-makanan-laut-kepiting_1265_711.jpg,Sedang
406,151.0,13.8,3.8,14.1,Kepiting,Karbo,https://i0.wp.com/resepkoki.id/wp-content/uploads/2017/02/Kerang-Tiram.jpg?fit=740%2C471&ssl=1,Sedang
407,59.0,18.0,1.1,3.6,Kerang,Protein,https://paxelmarket.co/wp-content/uploads/2022/06/Screen-Shot-2022-06-29-at-10.00.22.png,Rendah
408,393.0,38.9,13.3,29.4,Kerang asap mentah,Protein,https://4.bp.blogspot.com/-5I6Zu0DTOK8/V6wE5yIdA-I/AAAAAAAAJGY/SQEdOWqHUoEpdwm-J9RhQMDoXODT-zkrwCLcB/s1600/DK1x.jpg,Tinggi
409,586.0,4.9,40.6,50.2,Keripik bayam,Karbo,https://www.ngadipuro.desa.id/desa/upload/artikel/sedang_1634355777_keripik-gadung.jpg,Tinggi
410,446.0,2.8,14.5,76.0,Keripik gadung,Karbo,https://asset.kompas.com/crops/TaJKfxhk6isVM1cCWS03MJ-LeZw=/32x12:1000x657/780x390/data/photo/2022/05/25/628d7e2eb24a9.jpg,Tinggi
411,448.0,2.7,18.8,67.1,Keripik kentang,Karbo,https://img-global.cpcdn.com/recipes/42103518f5a03444/680x482cq70/keripik-pisang-coklat-khas-lampung-foto-resep-utama.jpg,Tinggi
412,485.0,1.7,22.2,69.7,Keripik lampung,Karbo,https://images.tokopedia.net/img/cache/700/product-1/2020/8/16/58377017/58377017_c917b0cd-8da8-412b-834f-792308dd5144_538_538,Tinggi
413,598.0,8.3,43.8,42.6,Keripik oncom,Lemak,https://www.astronauts.id/blog/wp-content/uploads/2022/09/Olahan-Keripik-Khas-Indonesia-yang-Bikin-Kamu-Ketagihan-1024x683.jpg,Tinggi
414,478.0,0.9,20.7,72.0,Keripik singkong,Karbo,https://www.primarasa.co.id/images/images/Keripik%20Singkong%20Balado%20-%20resep.jpg,Tinggi
415,481.0,2.2,19.7,73.6,Keripik singkong berbumbu,Karbo,https://assets.pikiran-rakyat.com/crop/0x0:0x0/750x500/photo/2022/07/19/1076813219.png,Tinggi
416,581.0,12.1,40.6,41.7,Keripik tempe,Karbo,8597be9ee32588c99d9ad731093cd18a (640×640) (shopee.co.id),Tinggi
417,542.0,40.3,42.4,11.6,Keripik tempe abadi murni,Lemak,kripik_tempe_abadi.jpg (600×450) (bukalapak.com),Tinggi
418,510.0,12.3,27.9,52.4,Keripik tempe abadi sedang,Karbo,https://s2.bukalapak.com/img/7559256151/large/kripik_tempe_abadi.jpg,Tinggi
419,529.0,20.8,31.7,40.2,Keripik tempe abadi telur,Karbo,https://kurio-img.kurioapps.com/21/09/02/38b4842e-bbd0-4c81-9ac4-2f41364dfbfc.jpe,Tinggi
420,486.0,0.2,23.9,67.6,Keripik ubi,Karbo,https://images.tokopedia.net/img/cache/500-square/product-1/2018/5/19/3052608/3052608_5252d99e-65b7-4461-a4c6-2a49e215357a_443_332.jpg,Tinggi
